Year,MaxAge,Male,Female
1970,104,0.472094,0.45072
1970,109,0.521824,0.504066
1970,114,0.562655,0.547362
1970,119,0.587108,0.57418
1970,120,0.601893,0.594231
1975,0,0.029038,0.025464
1975,4,0.013141,0.01293
1975,9,0.005459,0.005868
1975,14,0.004236,0.004439
1975,19,0.005868,0.005255
1975,24,0.0071,0.006073
1975,29,0.007512,0.0071
1975,34,0.008338,0.008131
1975,39,0.009582,0.009167
1975,44,0.011669,0.010206
1975,49,0.014621,0.011879
1975,54,0.018901,0.015684
1975,59,0.025908,0.022161
1975,64,0.03751,0.033581
1975,69,0.055912,0.051671
1975,74,0.084534,0.078354
1975,79,0.12737,0.11825
1975,84,0.187542,0.172077
1975,89,0.271632,0.244583
1975,94,0.344524,0.311243
1975,99,0.414172,0.382199
1975,104,0.467041,0.444281
1975,109,0.518058,0.500803
1975,114,0.55732,0.542695
1975,119,0.587108,0.57418
1975,120,0.601893,0.594231
1980,0,0.030618,0.027245
1980,4,0.013563,0.013352
1980,9,0.005051,0.005459
1980,14,0.004032,0.004236
1980,19,0.005664,0.004847
1980,24,0.0071,0.005868
1980,29,0.007306,0.006689
1980,34,0.007925,0.007718
1980,39,0.009374,0.008752
1980,44,0.01125,0.00979
1980,49,0.014197,0.01146
1980,54,0.01847,0.015046
1980,59,0.025243,0.021069
1980,64,0.036812,0.032209
1980,69,0.05541,0.050192
1980,74,0.083681,0.076696
1980,79,0.125652,0.115292
1980,84,0.185715,0.169119
1980,89,0.270216,0.242142
1980,94,0.344524,0.308597
1980,99,0.41588,0.380832
1980,104,0.467041,0.444281
1980,109,0.518058,0.500803
1980,114,0.55732,0.542695
1980,119,0.587108,0.57418
1980,120,0.601893,0.594231
1985,0,0.029714,0.026353
1985,4,0.013141,0.012719
1985,9,0.005051,0.005255
1985,14,0.004032,0.004032
1985,19,0.005664,0.004847
1985,24,0.006894,0.005664
1985,29,0.007306,0.006484
1985,34,0.007925,0.007306
1985,39,0.009167,0.008545
1985,44,0.01125,0.009374
1985,49,0.013986,0.01125
1985,54,0.018254,0.014621
1985,59,0.025021,0.020852
1985,64,0.036348,0.031299
1985,69,0.054657,0.048966
1985,74,0.083681,0.075872
1985,79,0.125652,0.11464
1985,84,0.184355,0.167447
1985,89,0.269513,0.240332
1985,94,0.344524,0.307724
1985,99,0.417609,0.380832
1985,104,0.467041,0.444281
1985,109,0.518058,0.500803
1985,114,0.55732,0.542695
1985,119,0.587108,0.57418
1985,120,0.601893,0.594231
1990,0,0.025464,0.02238
1990,4,0.011041,0.010623
1990,9,0.004439,0.004439
1990,14,0.003626,0.003423
1990,19,0.005051,0.004236
1990,24,0.006278,0.005051
1990,29,0.006484,0.005664
1990,34,0.0071,0.006484
1990,39,0.008338,0.007512
1990,44,0.010206,0.008545
1990,49,0.01293,0.010206
1990,54,0.01718,0.013563
1990,59,0.023697,0.019333
1990,64,0.0345,0.029489
1990,69,0.052166,0.045809
1990,74,0.079744,0.071526
1990,79,0.121248,0.110768
1990,84,0.179443,0.162917
1990,89,0.26262,0.234419
1990,94,0.339194,0.302576
1990,99,0.414172,0.376803
1990,104,0.464585,0.4422
1990,109,0.518058,0.500803
1990,114,0.55732,0.542695
1990,119,0.587108,0.57418
1990,120,0.601893,0.594231
1995,0,0.021069,0.01847
1995,4,0.008959,0.008338
1995,9,0.003626,0.003626
1995,14,0.003221,0.003018
1995,19,0.004643,0.003626
1995,24,0.005459,0.004236
1995,29,0.005868,0.005051
1995,34,0.006278,0.005664
1995,39,0.007512,0.006689
1995,44,0.008959,0.007718
1995,49,0.011669,0.009374
1995,54,0.015684,0.012509
1995,59,0.021724,0.017824
1995,64,0.032209,0.027245
1995,69,0.048966,0.042931
1995,74,0.075051,0.067259
1995,79,0.114966,0.104461
1995,84,0.17293,0.157688
1995,89,0.255976,0.222566
1995,94,0.331008,0.305131
1995,99,0.405918,0.37031
1995,104,0.459804,0.436135
1995,109,0.514407,0.494521
1995,114,0.55732,0.542695
1995,119,0.580445,0.57418
1995,120,0.601893,0.594231
2000,0,0.016966,0.014834
2000,4,0.006894,0.006689
2000,9,0.003018,0.003221
2000,14,0.002614,0.002614
2000,19,0.004032,0.003423
2000,24,0.004847,0.004032
2000,29,0.005051,0.004643
2000,34,0.005459,0.005255
2000,39,0.006484,0.006073
2000,44,0.007925,0.0071
2000,49,0.010415,0.008752
2000,54,0.013986,0.011669
2000,59,0.019766,0.016966
2000,64,0.029714,0.02613
2000,69,0.045568,0.041268
2000,74,0.070452,0.064893
2000,79,0.108224,0.101066
2000,84,0.164143,0.152973
2000,89,0.247055,0.218771
2000,94,0.323204,0.302576
2000,99,0.398099,0.367786
2000,104,0.452935,0.43417
2000,109,0.510862,0.494521
2000,114,0.552231,0.538211
2000,119,0.580445,0.57418
2000,120,0.601893,0.594231
2005,0,0.013986,0.011879
2005,4,0.005459,0.004847
2005,9,0.002614,0.002614
2005,14,0.002412,0.00221
2005,19,0.003626,0.002816
2005,24,0.004439,0.003221
2005,29,0.004643,0.003829
2005,34,0.005051,0.004236
2005,39,0.005868,0.005255
2005,44,0.007306,0.006073
2005,49,0.00979,0.007718
2005,54,0.013141,0.010415
2005,59,0.018685,0.015046
2005,64,0.028364,0.023697
2005,69,0.043648,0.037977
2005,74,0.068053,0.060488
2005,79,0.105396,0.09562
2005,84,0.160085,0.146092
2005,89,0.242749,0.210878
2005,94,0.319433,0.297576
2005,99,0.396582,0.365302
2005,104,0.452935,0.432233
2005,109,0.510862,0.494521
2005,114,0.552231,0.542695
2005,119,0.580445,0.57418
2005,120,0.601893,0.594231
2010,0,0.011879,0.009998
2010,4,0.004439,0.003829
2010,9,0.002412,0.002008
2010,14,0.00221,0.001807
2010,19,0.003423,0.002412
2010,24,0.004236,0.002816
2010,29,0.004439,0.003221
2010,34,0.004847,0.003626
2010,39,0.005664,0.004439
2010,44,0.006894,0.005459
2010,49,0.009374,0.006894
2010,54,0.012719,0.009582
2010,59,0.018039,0.013774
2010,64,0.027245,0.021724
2010,69,0.042455,0.035422
2010,74,0.066468,0.057175
2010,79,0.103221,0.091472
2010,84,0.157688,0.140889
2010,89,0.239732,0.204783
2010,94,0.316659,0.291123
2010,99,0.393595,0.361647
2010,104,0.45072,0.430321
2010,109,0.510862,0.491494
2010,114,0.552231,0.542695
2010,119,0.580445,0.57418
2010,120,0.601893,0.594231
2015,0,0.010206,0.008545
2015,4,0.003626,0.003018
2015,9,0.00221,0.001605
2015,14,0.002008,0.001605
2015,19,0.003221,0.002008
2015,24,0.004032,0.002614
2015,29,0.004032,0.002816
2015,34,0.004439,0.003221
2015,39,0.005255,0.004032
2015,44,0.006484,0.004847
2015,49,0.008752,0.006484
2015,54,0.012089,0.008959
2015,59,0.017395,0.01293
2015,64,0.026353,0.020417
2015,69,0.040796,0.033352
2015,74,0.064632,0.054657
2015,79,0.101373,0.088556
2015,84,0.155317,0.13761
2015,89,0.236762,0.201313
2015,94,0.31393,0.287207
2015,99,0.390665,0.358074
2015,104,0.45072,0.428435
2015,109,0.507417,0.491494
2015,114,0.552231,0.542695
2015,119,0.580445,0.57418
2015,120,0.601893,0.594231
2020,0,0.008545,0.006689
2020,4,0.003018,0.00221
2020,9,0.002008,0.001404
2020,14,0.001807,0.001203
2020,19,0.002816,0.001605
2020,24,0.003423,0.002008
2020,29,0.003626,0.002412
2020,34,0.004032,0.002816
2020,39,0.004847,0.003626
2020,44,0.006278,0.004643
2020,49,0.008752,0.006278
2020,54,0.012509,0.009167
2020,59,0.018254,0.013774
2020,64,0.028364,0.02238
2020,69,0.043648,0.036116
2020,74,0.067524,0.057175
2020,79,0.106335,0.091766
2020,84,0.165376,0.144966
2020,89,0.248304,0.211394
2020,94,0.340246,0.292715
2020,99,0.426573,0.392123
2020,104,0.500803,0.474694
2025,0,0.006278,0.005051
2025,4,0.002412,0.001807
2025,9,0.001404,0.001002
2025,14,0.001404,0.001002
2025,19,0.00221,0.001404
2025,24,0.002614,0.001605
2025,29,0.002816,0.001807
2025,34,0.003423,0.00221
2025,39,0.004236,0.003018
2025,44,0.005459,0.003829
2025,49,0.007718,0.005459
2025,54,0.011041,0.007718
2025,59,0.015897,0.01125
2025,64,0.025021,0.018685
2025,69,0.038679,0.030845
2025,74,0.061517,0.051177
2025,79,0.09712,0.083681
2025,84,0.149887,0.132253
2025,89,0.228119,0.194547
2025,94,0.323204,0.279622
2025,99,0.414172,0.376803
2025,104,0.491494,0.464585
2030,0,0.004643,0.003423
2030,4,0.001605,0.001203
2030,9,0.001002,0.000801
2030,14,0.001203,0.000801
2030,19,0.001807,0.001002
2030,24,0.00221,0.001203
2030,29,0.002412,0.001404
2030,34,0.002816,0.001807
2030,39,0.003626,0.002412
2030,44,0.004847,0.003423
2030,49,0.0071,0.004847
2030,54,0.010206,0.0071
2030,59,0.015046,0.010623
2030,64,0.023917,0.017609
2030,69,0.03751,0.029263
2030,74,0.059719,0.048722
2030,79,0.094427,0.080302
2030,84,0.146468,0.128061
2030,89,0.223664,0.189851
2030,94,0.317579,0.274497
2030,99,0.409165,0.37031
2030,104,0.488538,0.459804
2035,0,0.003423,0.00221
2035,4,0.001203,0.000801
2035,9,0.000801,0.0004
2035,14,0.000801,0.000601
2035,19,0.001605,0.000801
2035,24,0.001807,0.001002
2035,29,0.002008,0.001203
2035,34,0.002412,0.001404
2035,39,0.003018,0.002008
2035,44,0.004236,0.002816
2035,49,0.006278,0.004236
2035,54,0.009374,0.006278
2035,59,0.013986,0.009582
2035,64,0.02238,0.016111
2035,69,0.035191,0.027245
2035,74,0.056669,0.045809
2035,79,0.090301,0.076421
2035,84,0.141625,0.122594
2035,89,0.217166,0.183453
2035,94,0.310356,0.267418
2035,99,0.402741,0.362856
2035,104,0.482822,0.452935
2040,0,0.002412,0.001404
2040,4,0.000801,0.0004
2040,9,0.000601,0.0002
2040,14,0.000601,0.0004
2040,19,0.001203,0.000601
2040,24,0.001605,0.000801
2040,29,0.001605,0.001002
2040,34,0.002008,0.001203
2040,39,0.002412,0.001605
2040,44,0.003423,0.002412
2040,49,0.005255,0.003626
2040,54,0.008338,0.005459
2040,59,0.012509,0.008545
2040,64,0.0202,0.014197
2040,69,0.032209,0.024358
2040,74,0.052166,0.041268
2040,79,0.084534,0.069917
2040,84,0.13438,0.11399
2040,89,0.208825,0.173358
2040,94,0.300894,0.255324
2040,99,0.395081,0.352289
2040,104,0.480056,0.444281
2045,0,0.001807,0.001002
2045,4,0.0004,0.0004
2045,9,0.0004,0.0002
2045,14,0.0004,0.0002
2045,19,0.001002,0.000601
2045,24,0.001203,0.000601
2045,29,0.001404,0.000801
2045,34,0.001605,0.001002
2045,39,0.002008,0.001404
2045,44,0.002816,0.002008
2045,49,0.004439,0.003018
2045,54,0.0071,0.004439
2045,59,0.011041,0.0071
2045,64,0.017824,0.012089
2045,69,0.029038,0.020852
2045,74,0.047504,0.035885
2045,79,0.078077,0.062034
2045,84,0.126338,0.103221
2045,89,0.199357,0.16089
2045,94,0.291123,0.242142
2045,99,0.387791,0.340246
2045,104,0.474694,0.43417
2050,0,0.001404,0.000801
2050,4,0.0004,0.0002
2050,9,0.0002,0.0002
2050,14,0.0004,0.0002
2050,19,0.000801,0.0004
2050,24,0.001002,0.000601
2050,29,0.001203,0.000601
2050,34,0.001203,0.000801
2050,39,0.001605,0.001203
2050,44,0.002412,0.001605
2050,49,0.003626,0.002412
2050,54,0.005868,0.003626
2050,59,0.009374,0.005664
2050,64,0.015471,0.009998
2050,69,0.025686,0.017395
2050,74,0.042455,0.030618
2050,79,0.070988,0.054157
2050,84,0.116931,0.092355
2050,89,0.187084,0.146845
2050,94,0.278143,0.226437
2050,99,0.375482,0.32416
2050,104,0.464585,0.421128
2055,0,0.001002,0.000801
2055,4,0.0004,0.0002
2055,9,0.0002,0.0002
2055,14,0.0002,0.0002
2055,19,0.000601,0.0004
2055,24,0.000801,0.0004
2055,29,0.000801,0.000601
2055,34,0.001002,0.000601
2055,39,0.001404,0.001002
2055,44,0.002008,0.001203
2055,49,0.003018,0.002008
2055,54,0.004847,0.002816
2055,59,0.007925,0.004643
2055,64,0.01293,0.007925
2055,69,0.022161,0.014409
2055,74,0.037278,0.025908
2055,79,0.063329,0.046776
2055,84,0.106648,0.081423
2055,89,0.173787,0.132606
2055,94,0.26262,0.208316
2055,99,0.361647,0.305991
2055,104,0.455186,0.404321
2060,0,0.000801,0.000601
2060,4,0.0002,0.0002
2060,9,0.0002,0.0002
2060,14,0.0002,0.0002
2060,19,0.0004,0.0002
2060,24,0.000601,0.0004
2060,29,0.000601,0.0004
2060,34,0.000801,0.0004
2060,39,0.001002,0.000601
2060,44,0.001404,0.001002
2060,49,0.002412,0.001404
2060,54,0.003829,0.00221
2060,59,0.006278,0.003423
2060,64,0.010832,0.006278
2060,69,0.018685,0.011669
2060,74,0.032665,0.021724
2060,79,0.056922,0.040559
2060,84,0.098024,0.072335
2060,89,0.163325,0.120578
2060,94,0.251462,0.194547
2060,99,0.352289,0.291123
2060,104,0.44854,0.393595
2065,0,0.000601,0.000601
2065,4,0.0002,0.0002
2065,9,0.0002,0.0002
2065,14,0.0002,0.0002
2065,19,0.0004,0.0002
2065,24,0.0004,0.0002
2065,29,0.0004,0.0002
2065,34,0.000601,0.0004
2065,39,0.000801,0.0004
2065,44,0.001203,0.000601
2065,49,0.001807,0.001002
2065,54,0.003018,0.001605
2065,59,0.004847,0.002614
2065,64,0.008545,0.004643
2065,69,0.015471,0.009167
2065,74,0.027468,0.017609
2065,79,0.050192,0.03473
2065,84,0.089136,0.06411
2065,89,0.152585,0.110129
2065,94,0.240332,0.182555
2065,99,0.343444,0.279622
2065,104,0.4422,0.38497
2070,0,0.000601,0.0004
2070,4,0.0002,0.0002
2070,9,0.0002,0.0
2070,14,0.0002,0.0
2070,19,0.0002,0.0
2070,24,0.0002,0.0002
2070,29,0.0004,0.0002
2070,34,0.0004,0.0002
2070,39,0.000601,0.0004
2070,44,0.000801,0.0004
2070,49,0.001404,0.000801
2070,54,0.00221,0.001203
2070,59,0.003829,0.001807
2070,64,0.006689,0.003423
2070,69,0.012299,0.006894
2070,74,0.022818,0.013986
2070,79,0.042931,0.028364
2070,84,0.080023,0.055912
2070,89,0.141257,0.098933
2070,94,0.228119,0.169119
2070,99,0.332009,0.266034
2070,104,0.436135,0.374173
2075,0,0.0004,0.0004
2075,4,0.0002,0.0002
2075,9,0.0,0.0
2075,14,0.0002,0.0
2075,19,0.0002,0.0
2075,24,0.0002,0.0
2075,29,0.0002,0.0002
2075,34,0.0002,0.0002
2075,39,0.0004,0.0002
2075,44,0.000601,0.0004
2075,49,0.001002,0.0004
2075,54,0.001605,0.000801
2075,59,0.002816,0.001203
2075,64,0.005051,0.002412
2075,69,0.009582,0.005051
2075,74,0.01847,0.010623
2075,79,0.035885,0.022818
2075,84,0.069383,0.046292
2075,89,0.128754,0.087399
2075,94,0.214522,0.154925
2075,99,0.320368,0.251462
2075,104,0.430321,0.364074
2080,0,0.0004,0.0004
2080,4,0.0002,0.0002
2080,9,0.0,0.0
2080,14,0.0002,0.0
2080,19,0.0,0.0
2080,24,0.0002,0.0
2080,29,0.0002,0.0
2080,34,0.0002,0.0
2080,39,0.0002,0.0002
2080,44,0.0004,0.0002
2080,49,0.000601,0.0002
2080,54,0.001002,0.0004
2080,59,0.002008,0.000801
2080,64,0.003626,0.001605
2080,69,0.007306,0.003626
2080,74,0.014409,0.007718
2080,79,0.029038,0.017395
2080,84,0.058953,0.03751
2080,89,0.114315,0.073689
2080,94,0.199357,0.139791
2080,99,0.306855,0.235587
2080,104,0.42292,0.352289
2085,0,0.0004,0.0002
2085,4,0.0002,0.0
2085,9,0.0,0.0
2085,14,0.0,0.0
2085,19,0.0,0.0
2085,24,0.0,0.0
2085,29,0.0,0.0
2085,34,0.0,0.0
2085,39,0.0002,0.0
2085,44,0.0002,0.0
2085,49,0.0004,0.0002
2085,54,0.000601,0.0002
2085,59,0.001404,0.000601
2085,64,0.002614,0.001002
2085,69,0.005255,0.002412
2085,74,0.010832,0.005459
2085,79,0.022818,0.012719
2085,84,0.048722,0.029038
2085,89,0.099845,0.061002
2085,94,0.181216,0.121584
2085,99,0.292715,0.218234
2085,104,0.41588,0.338148
2090,0,0.0002,0.0
2090,4,0.0,0.0
2090,9,0.0,0.0
2090,14,0.0,0.0
2090,19,0.0,0.0
2090,24,0.0,0.0
2090,29,0.0,0.0
2090,34,0.0,0.0
2090,39,0.0,0.0
2090,44,0.0002,0.0
2090,49,0.0002,0.0
2090,54,0.0004,0.0002
2090,59,0.000801,0.0002
2090,64,0.001605,0.000601
2090,69,0.003626,0.001404
2090,74,0.007718,0.003626
2090,79,0.017395,0.009167
2090,84,0.038913,0.021942
2090,89,0.084534,0.048478
2090,94,0.162104,0.10384
2090,99,0.273777,0.195978
2090,104,0.407532,0.323204
2095,0,0.0,0.0
2095,4,0.0,0.0
2095,9,0.0,0.0
2095,14,0.0,0.0
2095,19,0.0,0.0
2095,24,0.0,0.0
2095,29,0.0,0.0
2095,34,0.0,0.0
2095,39,0.0,0.0
2095,44,0.0,0.0
2095,49,0.0002,0.0
2095,54,0.0002,0.0
2095,59,0.0004,0.0002
2095,64,0.001002,0.0004
2095,69,0.00221,0.000801
2095,74,0.005255,0.00221
2095,79,0.012509,0.006073
2095,84,0.02994,0.015897
2095,89,0.06965,0.03751
2095,94,0.141625,0.085962
2095,99,0.254675,0.174647
2095,104,0.395081,0.304275
